Time	Par	Revoluciones	Potencia	Valve	Throttle	P1 GASOIL	P2 ACEITE	T1 ESCAPE A	T2 ESCAPE B 	T3 AGUA SAL B	T4 AGUA SAL A	Pattern Phase	Pattern Timer	Pass/Fail	Pass/Fail Description	Aux 1	P3 ESCAPE B	P4 ESCAPE A	P5 SAL AGUA	P6 ENT AGUA	P7 ADMIS A	P8 ADMIS B	P9 ATMOSFERICA	T5 ENTRADA AGUA	T6 AIRE ADM B	T7 GASOIL	T8 AIRE ADM A	T9 ASPIRACION A	T10 AMBIENTE	T11 ASPIRACION B	T12 ACEITE	Temp 13	Temp 14	Temp 15	Temp 16	CARRERA	KICK-DOWN1	KICK-DOWN2	KW+	CALC1	CALC2	CALC3	DIF_ESCAPE	CALC5	CALC6	CALC7	DIF. TEMP AGUA	CALC9	Fuelmaster	Fuelslave	CONSUMO_LPH	CONSUM_KGH	TEMP_MKE	P_ACEITE_MKE	P_AIRE_MKE	VENTILADOR1	VENTILADOR2
44134.0185300926	136.735146353788	836.345166666667	11.9738561832218	0	0	4.12109493474286	1.59483427174168	404.9333365728	440.4777813016	100.722223028	100.4666674704	F10_ENFR_DESC. VENTILA 1400	1.09824423052487E-02	0		7.11913476780474E-02	9.78565074074894	3.36232509395876	1.23379867473684	1.04223075465117	4.12186577717391E-02	4.52115232786885E-02	13.5527750555539	99.5111119072	94.9555563152	29.7000002376	96.1444452136	23.5333335216	26.6777779912	25.722222428	97.7666674488	-9999	-9999	-9999	-9999	7.19	0	0	13.0421911239747	760.88	824.86	-63.98	-35.5444447288	211.12	213.3	2.17999999999998	1.2111111208	34.18	1.54684000000176	1.53831000000176	8.53000000000037	7.25050000000032	103.09	1.5	0.023	1	1
44134.0185416667	119.996936437942	840.10425	10.5551278901365	0	0	4.12109493474286	1.58673866630137	402.4333365528	438.0777812824	101.1222230312	100.666667472	F10_ENFR_DESC. VENTILA 1400	1.09942019189475E-02	0		7.12824638467036E-02	5.8949703257524	3.36232509395876	1.22573463111111	1.05024791430233	3.37243563586957E-02	3.76762693989071E-02	13.5527750555539	99.611111908	94.9555563152	29.7000002376	96.1444452136	23.5333335216	26.6777779912	25.722222428	97.7666674488	-9999	-9999	-9999	-9999	7.19	0	0	11.9901283002587	756.38	820.54	-64.16	-35.6444447296	211.12	213.3	2.17999999999998	1.2111111208	34.18	1.54684000000176	1.54015000000176	8.53000000000037	7.25050000000032	103.09	1.5	0.014	1	1
44134.0185532407	115.268603396152	837.87125	10.1127769490635	0	0	4.07381659897144	1.59483427174168	397.5333365136	435.5777812624	101.1222230312	100.7666674728	F10_ENFR_DESC. VENTILA 1400	1.10057484707795E-02	0		7.11002315093912E-02	10.021449553779	3.45080733327347	1.24186271836257	1.05826507395349	2.99772056521739E-02	3.39086424590164E-02	13.5527750555539	99.7111119088	95.055556316	29.7000002376	96.2444452144	23.5333335216	26.6777779912	25.722222428	97.7666674488	-9999	-9999	-9999	-9999	7.18	0	0	10.7135512419133	747.56	816.04	-68.48	-38.0444447488	211.3	214.02	2.72	1.5111111232	34.72	1.54494000000176	1.54200000000176	6.68999999999897	5.68649999999913	103.2	1.5	0.01	1	1
44134.0185648148	112.26541571625	837.331461538462	9.84277154845424	0	0	4.09745576685715	1.57864306086106	395.2333364952	430.6777812232	101.3222230328	100.7666674728	F10_ENFR_DESC. VENTILA 1400	1.10117461299524E-02	0		7.11913476780474E-02	7.54556201696306	3.45080733327347	1.24186271836257	1.05826507395349	2.62300549456522E-02	0.032024828989071	13.5527750555539	99.8111119096	95.055556316	29.7000002376	96.444445216	23.6333335224	26.777777992	25.8222224288	97.8666674496	-9999	-9999	-9999	-9999	7.18	0	0	10.7135512419133	743.42	807.22	-63.8000000000001	-35.4444447280001	211.48	214.02	2.53999999999999	1.4111111224	34.54	1.54684000000176	1.54386000000176	2.94000000000061	2.49900000000052	103.29	1.5	0.006	1	1
44134.0185763889	111.289791175545	837.578538461539	9.76016751422561	0	0	4.09745576685715	1.59483427174168	390.4333364568	428.0777812024	101.3222230328	100.8666674736	F10_ENFR_DESC. VENTILA 1400	1.10291379241971E-02	0		7.12824638467036E-02	11.5541418384747	3.45080733327347	1.2499267619883	1.07429939325581	0.028103630298913	2.82572020491803E-02	13.3951846479312	99.9111119104	95.1555563168	29.7000002376	96.3444452152	23.5333335216	26.777777992	25.8222224288	97.7666674488	-9999	-9999	-9999	-9999	7.17	0	0	10.3883057533412	734.78	802.54	-67.76	-37.6444447456	211.84	214.38	2.53999999999999	1.4111111224	34.54	1.54684000000176	1.53831000000176	2.97999999999909	2.53299999999923	103.39	1.5	0.003	1	1
44134.018587963	109.112671381734	836.923	9.56183520599129	0	0	4.08169632160001	1.59483427174168	387.9333364368	422.77778116	101.222223032	100.9666674744	F10_ENFR_DESC. VENTILA 1400	1.10408697801176E-02	0		7.12824638467036E-02	11.7899406515048	3.45080733327347	1.26605484923977	1.06628223360465	2.62300549456522E-02	0.026373388579235	13.3951846479312	99.8111119096	95.055556316	29.6000002368	96.3444452152	23.5333335216	26.777777992	25.8222224288	97.7666674488	-9999	-9999	-9999	-9999	7.18	0	0	10.3399941796399	730.28	793	-62.72	-34.8444447232	211.84	214.38	2.53999999999999	1.4111111224	34.54	1.54684000000176	1.54015000000176	8.53000000000037	7.25050000000032	103.4	1.5	0.001	1	1
44134.018599537	108.294189993564	837.057692307692	9.49146652900786	0	0	4.08169632160001	1.59483427174168	385.7333364192	420.3777811408	101.3222230328	100.9666674744	F10_ENFR_DESC. VENTILA 1400	1.10524521151092E-02	0		7.11913476780474E-02	10.9646448058995	3.45080733327347	1.26605484923977	1.07429939325581	1.87357535326087E-02	0.026373388579235	13.5527750555539	100.111111912	95.1555563168	29.7000002376	96.3444452152	23.5333335216	26.6777779912	25.8222224288	97.666667448	-9999	-9999	-9999	-9999	7.18	0	0	10.0553303540277	726.32	788.68	-62.36	-34.6444447216	211.84	214.2	2.35999999999999	1.3111111216	34.36	1.54494000000176	1.54200000000176	6.68999999999897	5.68649999999913	103.41	1.5	0	1	1
44134.0186111111	107.057149792463	840.822538461539	9.4255008326211	0	0	4.05805715371429	1.59483427174168	381.1333363824	415.2777811	101.4222230336	101.0666674752	F10_ENFR_DESC. VENTILA 1400	1.10644442902412E-02	0		7.11913476780474E-02	6.48446735832764	3.36232509395876	1.27411889286549	1.09033371255814	1.68621781793479E-02	2.44895751092896E-02	13.5527750555539	100.111111912	95.2555563176	29.7000002376	96.5444452168	23.5333335216	26.6777779912	25.8222224288	97.666667448	-9999	-9999	-9999	-9999	7.17	0	0	10.0282130711635	718.04	779.5	-61.46	-34.1444447176	212.2	214.38	2.18000000000001	1.2111111208	34.18	1.54494000000176	1.54200000000176	2.94000000000061	2.49900000000052	103.39	1.5	65.535	1	1
44134.0186226852	106.958162408108	837.902230769231	9.38405935127122	0	0	4.09745576685715	1.59483427174168	378.833336364	412.8777810808	101.4222230336	101.0666674752	F10_ENFR_DESC. VENTILA 1400	1.10761024916428E-02	0		7.11002315093912E-02	13.9121299687757	3.45080733327347	1.27411889286549	1.09033371255814	1.87357535326087E-02	2.44895751092896E-02	13.5527750555539	100.2111119128	95.2555563176	29.7000002376	96.5444452168	23.5333335216	26.6777779912	25.8222224288	97.666667448	-9999	-9999	-9999	-9999	7.18	0	0	9.98544580381887	713.9	775.18	-61.28	-34.0444447168	212.38	214.56	2.18000000000001	1.2111111208	34.18	1.54684000000176	1.54015000000176	2.94000000000061	2.49900000000052	103.3	1.5	65.534	1	1
44134.0186342593	105.517554706803	837.399143589744	9.25207290149529	0	0	4.12109493474286	1.59483427174168	374.4333363288	408.0777810424	101.4222230336	101.0666674752	F10_ENFR_DESC. VENTILA 1400	1.10881168366177E-02	0		7.12824638467036E-02	5.77707091923735	3.36232509395876	1.26605484923977	1.09033371255814	1.68621781793479E-02	2.44895751092896E-02	13.3951846479312	100.3111119136	95.3555563184	29.7000002376	96.6444452176	23.5333335216	26.6777779912	25.8222224288	97.666667448	-9999	-9999	-9999	-9999	7.17	0	0	9.87023254215478	705.98	766.54	-60.5599999999999	-33.6444447135999	212.38	214.56	2.18000000000001	1.2111111208	34.18	1.54305000000176	1.54200000000176	6.68999999999897	5.68649999999913	103.25	1.5	65.533	1	1
44134.0186458333	104.757188030611	836.086866666667	9.17095686835695	0	0	4.05017743108572	1.59483427174168	372.2333363112	405.6777810232	101.5222230344	101.166667476	F10_ENFR_DESC. VENTILA 1400	1.10939149890328E-02	0		7.11913476780474E-02	13.7942305622606	3.36232509395876	1.26605484923977	1.07429939325581	1.68621781793479E-02	2.26057616393442E-02	13.5527750555539	100.4111119144	95.3555563184	29.7000002376	96.7444452184	23.5333335216	26.6777779912	25.8222224288	97.666667448	-9999	-9999	-9999	-9999	7.17	0	0	9.78643127456525	702.02	762.22	-60.2	-33.444444712	212.56	214.74	2	1.11111112	34	1.54684000000176	1.54015000000176	1.04999999999933	0.89249999999943	103.24	1.5	65.533	1	1
44134.0186574074	104.584545858387	836.455533333333	9.15997309153453	0	0	4.04229770845715	1.58673866630137	370.0333362936	403.3777810048	101.5222230344	101.166667476	F10_ENFR_DESC. VENTILA 1400	1.11055843954091E-02	0		7.12824638467036E-02	6.83816557787278	3.45080733327347	1.26605484923977	1.07429939325581	1.68621781793479E-02	2.26057616393442E-02	13.5527750555539	100.5111119152	95.4555563192	29.7000002376	96.7444452184	23.6333335224	26.6777779912	25.8222224288	97.666667448	-9999	-9999	-9999	-9999	7.17	0	0	9.78643127456525	698.06	758.08	-60.02	-33.3444447112	212.92	214.74	2	1.11111112	34	1.54684000000176	1.53831000000176	1.04999999999933	0.89249999999943	103.24	1.5	65.533	1	1
44134.0186689815	103.302080179443	835.523933333334	9.03761644046783	0	0	4.05805715371429	1.57864306086106	365.83333626	398.9777809696	101.4222230336	101.166667476	F10_ENFR_DESC. VENTILA 1400	1.11173313198378E-02	0		7.11913476780474E-02	8.96035489514361	3.45080733327347	1.2499267619883	1.07429939325581	0.014988602826087	2.26057616393442E-02	13.5527750555539	100.611111916	95.4555563192	29.7000002376	96.8444452192	23.6333335224	26.6777779912	25.8222224288	97.666667448	-9999	-9999	-9999	-9999	7.17	0	0	9.68893368898978	690.5	750.16	-59.66	-33.1444447096	212.92	214.56	1.64000000000001	0.9111111184	33.64	1.54494000000176	1.54015000000176	4.78999999999985	4.07149999999987	103.22	1.5	65.533	1	1
44134.0186805556	103.779739797192	835.178266666667	9.07590377955153	0	0	4.07381659897144	1.59483427174168	363.7333362432	396.777780952	101.4222230336	101.166667476	F10_ENFR_DESC. VENTILA 1400	1.11288839179906E-02	0		7.11913476780474E-02	6.24866854529754	3.36232509395876	1.26605484923977	1.09033371255814	0.014988602826087	2.26057616393442E-02	13.5527750555539	100.7111119168	95.55555632	29.7000002376	96.8444452192	23.5333335216	26.5777779904	25.722222428	97.5666674472	-9999	-9999	-9999	-9999	7.16	0	0	9.56749226469415	686.72	746.2	-59.4799999999999	-33.0444447087999	213.1	214.56	1.46000000000001	0.8111111176	33.46	1.54684000000176	1.54015000000176	6.68999999999897	5.68649999999913	103.22	1.5	65.532	1	1
44134.0186921296	104.041362648437	835.735466666667	9.10467610090737	0	0	4.08169632160001	1.57864306086106	361.7333362272	394.6777809352	101.5222230344	101.166667476	F10_ENFR_DESC. VENTILA 1400	1.11403010960203E-02	0		7.12824638467036E-02	8.01715964302327	3.36232509395876	1.26605484923977	1.09033371255814	1.87357535326087E-02	2.26057616393442E-02	13.3951846479312	100.8111119176	95.55555632	29.7000002376	96.94444522	23.6333335224	26.6777779912	25.8222224288	97.5666674472	-9999	-9999	-9999	-9999	7.15	0	0	9.66085948587024	683.12	742.42	-59.3	-32.944444708	213.28	214.74	1.45999999999998	0.8111111176	33.46	1.54494000000176	1.54015000000176	4.78999999999985	4.07149999999987	103.21	1.5	65.532	1	1
44134.0187037037	104.010721713908	836.9295	9.11470317745396	0	0	4.07381659897144	1.57864306086106	357.7333361952	390.4777809016	101.5222230344	101.2666674768	F10_ENFR_DESC. VENTILA 1400	1.11518653138774E-02	0		7.12824638467036E-02	6.13076913878249	3.36232509395876	1.27411889286549	1.09033371255814	1.12414521195652E-02	2.26057616393442E-02	13.5527750555539	100.8111119176	95.55555632	29.7000002376	97.0444452208	23.6333335224	26.6777779912	25.8222224288	97.5666674472	-9999	-9999	-9999	-9999	7.16	0	0	9.64253152285117	675.92	734.86	-58.9400000000001	-32.7444447064001	213.46	214.74	1.28	0.711111116800001	33.28	1.54494000000176	1.54015000000176	4.78999999999985	4.07149999999987	103.19	1.5	65.532	1	1
44134.0187152778	102.923844539258	837.026	9.02067477506044	0	0	4.06593687634286	1.57864306086106	355.7333361792	388.4777808856	101.5222230344	101.2666674768	Manual	-9999	0		7.12824638467036E-02	8.48875726908348	3.36232509395876	1.24186271836257	1.06628223360465	0.014988602826087	2.26057616393442E-02	13.5527750555539	100.7111119168	95.7555563216	29.8000002384	97.1444452216	23.6333335224	26.6777779912	25.8222224288	97.5666674472	-9999	-9999	-9999	-9999	7.16	0	0	9.61318324669388	672.32	731.26	-58.9400000000001	-32.7444447064001	213.46	214.74	1.28	0.711111116800001	33.28	1.54494000000176	1.54015000000176	4.78999999999985	4.07149999999987	103.25	1.5	65.532	1	1
44134.0187268518	102.470730380336	835.736928571429	8.96710363858443	0	0	4.07381659897144	1.57864306086106	352.1333361504	384.6777808552	101.6222230352	101.3666674776	Manual	-9999	0		7.12824638467036E-02	14.0300293752907	3.36232509395876	1.17735036935672	1.01016211604651	0.014988602826087	2.26057616393442E-02	13.5527750555539	100.611111916	95.7555563216	29.8000002384	97.2444452224	23.6333335224	26.6777779912	25.8222224288	97.5666674472	-9999	-9999	-9999	-9999	7.17	0	0	9.49101480761163	665.84	724.42	-58.5799999999999	-32.5444447047999	213.1	214.92	1.81999999999999	1.0111111192	33.82	1.54684000000176	1.53831000000176	8.53000000000037	7.25050000000032	103.29	1.5	65.532	1	1
44134.0187384259	102.510692983586	836.659285714286	8.98062556227521	0	0	4.03441798582858	1.57864306086106	350.2333361352	382.77778084	101.6222230352	101.3666674776	Manual	-9999	0		7.12824638467036E-02	8.01715964302327	3.45080733327347	1.08058184584795	0.9059390405814	0.014988602826087	2.07219481693989E-02	13.5527750555539	100.4111119144	95.7555563216	29.7000002376	97.2444452224	23.6333335224	26.6777779912	25.8222224288	97.5666674472	-9999	-9999	-9999	-9999	7.17	0	0	9.48760129849704	662.42	721	-58.58	-32.5444447048	212.74	214.92	2	1.11111112	34	1.54684000000176	1.53831000000176	8.53000000000037	7.25050000000032	103.32	1.5	65.532	1	1
44134.01875	101.978683413204	837.533857142857	8.94315253892142	0	0	4.02653826320001	1.57864306086106	346.4333361048	378.8777808088	101.5222230344	101.2666674768	Manual	-9999	0		7.12824638467036E-02	13.2047335296854	3.45080733327347	1.00800545321637	0.825767444069767	1.68621781793479E-02	2.07219481693989E-02	13.5527750555539	100.3111119136	95.7555563216	29.7000002376	97.2444452224	23.6333335224	26.6777779912	25.8222224288	97.5666674472	-9999	-9999	-9999	-9999	7.16	0	0	9.47830492706471	655.58	713.98	-58.4000000000001	-32.4444447040001	212.56	214.74	2.17999999999998	1.2111111208	34.18	1.54494000000176	1.54200000000176	2.94000000000061	2.49900000000052	103.32	1.5	65.532	1	1
44134.0187615741	100.2420721386	837.861214285714	8.79458747214279	0	0	4.11321521211429	1.58673866630137	344.7333360912	377.0777807944	101.5222230344	101.2666674768	Manual	-9999	0		7.12824638467036E-02	8.37085786256839	3.36232509395876	0.951557147836252	0.753613007209307	1.87357535326087E-02	2.07219481693989E-02	13.5527750555539	100.4111119144	95.7555563216	29.7000002376	97.3444452232	23.6333335224	26.6777779912	25.8222224288	97.5666674472	-9999	-9999	-9999	-9999	7.16	0	0	9.3837316733764	652.52	710.74	-58.22	-32.3444447032	212.56	214.74	2.17999999999998	1.2111111208	34.18	1.54684000000176	1.54200000000176	4.83999999999973	4.11399999999977	103.31	1.5	65.532	1	1
44134.0187731481	97.6814942375076	837.624071428571	8.56703146236281	0	0	4.07381659897144	1.57864306086106	341.2333360632	375.1777807792	101.3222230328	101.166667476	Manual	-9999	0		7.13735800153598E-02	13.5584317492305	3.45080733327347	0.878980755204678	0.68947573	0.014988602826087	2.26057616393442E-02	13.5527750555539	100.4111119144	95.7555563216	29.7000002376	97.444445224	23.7333335232	26.777777992	25.9222224296	97.666667448	-9999	-9999	-9999	-9999	7.15	0	0	9.16762316228791	646.22	707.32	-61.0999999999999	-33.9444447159999	212.74	214.38	1.64000000000001	0.9111111184	33.64	1.54494000000176	1.54015000000176	4.78999999999985	4.07149999999987	103.3	1.5	65.533	1	1
44134.0187847222	95.079870884858	836.779671428572	8.33071319070688	0	0	4.08169632160001	1.57864306086106	339.5333360496	371.777780752	101.3222230328	101.2666674768	Manual	-9999	0		7.13735800153598E-02	9.0782543016587	3.45080733327347	0.838660537076018	0.649389931744187	0.014988602826087	2.07219481693989E-02	13.3951846479312	100.611111916	95.9555563232	29.7000002376	97.444445224	23.7333335232	26.6777779912	25.8222224288	97.5666674472	-9999	-9999	-9999	-9999	7.15	0	0	8.87576065514074	643.16	701.2	-58.04	-32.2444447024	213.1	214.38	1.28	0.711111116800001	33.28	1.54494000000176	1.54200000000176	2.94000000000061	2.49900000000052	103.29	1.5	65.533	1	1
44134.0187962963	92.5584545336776	833.473066666667	8.07796829189114	0	0	3.99501937268572	1.57864306086106	337.833336036	370.1777807392	101.3222230328	101.2666674768	Manual	-9999	0		7.13735800153598E-02	7.66346142347814	3.45080733327347	0.798340318947365	0.609304133488373	0.014988602826087	2.07219481693989E-02	13.5527750555539	100.2111119128	95.9555563232	29.7000002376	97.5444452248	23.7333335232	26.6777779912	25.8222224288	97.5666674472	-9999	-9999	-9999	-9999	7.16	0	0	8.59471142123532	640.1	698.32	-58.2199999999999	-32.3444447031999	212.38	214.38	2	1.11111112	34	1.54684000000176	1.54015000000176	6.68999999999897	5.68649999999913	103.17	1.5	65.533	1	1
44134.0188078704	90.7900191583236	834.122133333333	7.92952166772104	0	0	4.09745576685715	1.57864306086106	334.5333360096	366.777780712	101.3222230328	101.2666674768	Manual	-9999	0		7.11913476780474E-02	8.25295845605337	3.36232509395876	0.790276275321633	0.593269814186048	0.014988602826087	2.07219481693989E-02	13.5527750555539	99.2111119048	96.055556324	29.7000002376	97.5444452248	23.7333335232	26.6777779912	25.8222224288	97.5666674472	-9999	-9999	-9999	-9999	7.16	0	0	8.40059433119981	634.16	692.2	-58.04	-32.2444447024	210.58	214.38	3.80000000000001	2.111111128	35.8	1.54494000000176	1.54573000000176	-0.79000000000029	-0.671500000000247	103.15	1.5	65.532	1	1
44134.0188194444	90.8338302800425	840.961333333333	7.99824767455763	0	13.8	4.09745576685715	1.59483427174168	332.9333359968	365.1777806992	101.3222230328	101.2666674768	Manual	-9999	0		7.11913476780474E-02	8.25295845605337	3.45080733327347	0.798340318947365	0.593269814186048	0.014988602826087	2.07219481693989E-02	13.5527750555539	94.9111118704	96.055556324	29.7000002376	97.6444452256	23.7333335232	26.6777779912	25.8222224288	97.4666674464	-9999	-9999	-9999	-9999	7.16	0	0	8.43646283395109	631.28	689.32	-58.04	-32.2444447024	202.84	214.38	11.54	6.4111111624	43.54	1.54684000000176	1.54200000000176	4.83999999999973	4.11399999999977	103.14	1.5	65.532	1	1
44134.0188310185	96.9383508785214	909.648333333333	9.28055117381512	0	20.58	4.19989216102858	1.67579032614482	329.7333359712	361.9777806736	101.3222230328	101.2666674768	Manual	-9999	0		7.11913476780474E-02	17.5670115707421	3.53928957258817	0.878980755204678	0.593269814186048	1.12414521195652E-02	1.88381346994536E-02	13.5527750555539	92.2111118488	96.1555563248	29.7000002376	97.6444452256	23.7333335232	26.6777779912	25.8222224288	97.4666674464	-9999	-9999	-9999	-9999	7.16	0	0	9.28626879345359	625.52	683.56	-58.04	-32.2444447024	197.98	214.38	16.4	9.111111184	48.4	1.54684000000176	1.54200000000176	4.83999999999973	4.11399999999977	103.14	1.5	65.532	1	1
44134.0188425926	108.322423216166	1008.55938461538	11.5023270475601	0	27.36	4.12109493474286	1.80532001318982	326.7333359472	360.4777806616	101.222223032	101.2666674768	Manual	-9999	0		7.13735800153598E-02	18.0386091968023	3.53928957258817	0.903172886081867	0.609304133488373	1.12414521195652E-02	1.88381346994536E-02	13.5527750555539	86.4111118024	96.1555563248	29.7000002376	97.7444452264	23.7333335232	26.6777779912	25.722222428	97.4666674464	-9999	-9999	-9999	-9999	7.18	0	0	12.1856509686681	620.12	680.86	-60.74	-33.7444447144	187.54	214.2	26.66	14.8111112296	58.66	1.54117000000176	1.53831000000176	1.01999999999869	0.866999999998885	103.19	1.57	65.527	1	1
44134.0188541667	118.12747179828	1084.10907692308	13.4224855429425	0	31.47	4.18413271577144	1.86198925127202	325.1333359344	357.4777806376	100.722223028	101.166667476	Manual	-9999	0		7.12824638467036E-02	23.9335795225547	3.80473629053228	0.94349310421052	0.625338452790699	2.43564795923913E-02	2.07219481693989E-02	13.3951846479312	83.61111178	96.1555563248	29.7000002376	97.8444452272	23.7333335232	26.6777779912	25.722222428	97.4666674464	-9999	-9999	-9999	-9999	7.19	0	0	13.6340712130666	617.24	675.46	-58.2199999999999	-32.3444447031999	182.5	213.84	31.34	17.4111112504	63.34	1.53930000000176	1.54015000000176	-0.849999999999795	-0.722499999999826	102.99	1.65	65.526	1	1
44134.0188657407	124.049433378144	1124.628	14.6109166508404	0	31.47	4.15261382525715	1.91865848935421	323.5333359216	355.8777806248	100.1222230232	100.666667472	Manual	-9999	0		7.12824638467036E-02	18.0386091968023	3.62777181190287	0.959621191461984	0.649389931744187	3.18507810054348E-02	2.44895751092896E-02	13.3951846479312	80.0111117512	96.2555563256	29.7000002376	97.8444452272	23.7333335232	26.6777779912	25.722222428	97.4666674464	-9999	-9999	-9999	-9999	7.18	0	0	15.4789139539559	614.36	672.58	-58.2199999999999	-32.3444447031999	176.02	212.22	36.2	20.111111272	68.2	1.53930000000176	1.53284000000176	6.46000000000058	5.49100000000049	102.31	1.71	65.527	1	1
44134.0188773148	124.427980460317	1139.28753846154	14.8421991523123	0	32.92	4.15261382525715	1.95104091111546	320.2333358952	354.277780612	99.222223016	100.166667468	Manual	-9999	0		7.13735800153598E-02	19.689200888013	3.80473629053228	0.98381332233918	0.65740709139535	2.43564795923913E-02	0.026373388579235	13.5527750555539	79.0111117432	96.2555563256	29.7000002376	97.8444452272	23.7333335232	26.6777779912	25.722222428	97.4666674464	-9999	-9999	-9999	-9999	7.17	0	0	15.4789139539559	608.42	669.7	-61.28	-34.0444447168	174.22	210.6	36.38	20.2111112728	68.38	1.54117000000176	1.52745000000176	6.46000000000058	5.49100000000049	101.14	1.75	65.529	1	1
44134.0188888889	120.982574767949	1146.49253846154	14.5231381719809	0	32.92	4.16049354788572	1.99151893831703	318.5333358816	350.9777805856	96.722222996	98.666667456	Manual	-9999	0		7.11913476780474E-02	14.1479287818058	3.80473629053228	0.991877365964912	0.681458570348839	2.62300549456522E-02	3.01410155191257E-02	13.5527750555539	79.3111117456	96.2555563256	29.7000002376	97.8444452272	23.7333335232	26.6777779912	25.722222428	97.4666674464	-9999	-9999	-9999	-9999	7.17	0	0	15.723936359113	605.36	663.76	-58.4	-32.444444704	174.22	206.1	31.88	17.7111112528	63.88	1.54117000000176	1.53647000000176	13.7199999999993	11.6619999999994	99.45	1.79	65.53	1	1
44134.018900463	116.800004070576	1149.12015384615	14.0528733846929	0	32.92	4.12109493474286	2.04009257095891	315.2333358552	349.277780572	95.3222229848	97.666667448	Manual	-9999	0		7.12824638467036E-02	23.3440824899795	3.80473629053228	0.967685235087716	0.665424251046513	2.62300549456522E-02	0.032024828989071	13.5527750555539	80.9111117584	96.2555563256	29.7000002376	97.8444452272	23.7333335232	26.6777779912	25.722222428	97.4666674464	-9999	-9999	-9999	-9999	7.17	0	0	15.3244593640349	599.42	660.7	-61.28	-34.0444447168	177.64	203.58	25.94	14.4111112264	57.94	1.54117000000176	1.53284000000176	4.6999999999997	3.99499999999975	97.63	1.85	65.532	1	0
44134.018912037	112.901926930648	1150.95766666667	13.605968494422	0	32.92	4.16837327051429	2.06437938727984	313.5333358416	345.777780544	92.722222964	95.4666674304	Manual	-9999	0		7.13735800153598E-02	15.0911240339261	3.80473629053228	0.98381332233918	0.673441410697676	2.62300549456522E-02	3.39086424590164E-02	13.5527750555539	83.2111117768	96.1555563248	29.7000002376	97.8444452272	23.7333335232	26.6777779912	25.722222428	97.4666674464	-9999	-9999	-9999	-9999	7.17	0	0	14.8877187602727	596.36	654.4	-58.04	-32.2444447024	181.78	198.9	17.12	9.5111111872	49.12	1.54117000000176	1.52924000000176	8.32999999999906	7.0804999999992	95.86	1.87	65.533	1	0
44134.0189236111	108.358988762161	1152.94966666667	13.0814890912325	0	32.92	4.07381659897144	2.0967618090411	311.9333358288	344.0777805304	91.8222229568	94.4666674224	Manual	-9999	0		7.13735800153598E-02	13.4405323427155	3.80473629053228	0.991877365964912	0.673441410697676	2.99772056521739E-02	3.39086424590164E-02	13.5527750555539	88.111111816	96.055556324	29.7000002376	97.8444452272	23.7333335232	26.6777779912	25.6222224272	97.4666674464	-9999	-9999	-9999	-9999	7.17	0	0	14.0975830686697	593.48	651.34	-57.86	-32.1444447016	190.6	197.28	6.68000000000001	3.7111111408	38.68	1.54117000000176	1.52745000000176	11.9299999999996	10.1404999999996	94.43	1.9	65.534	1	0
44134.0189351852	105.918305788889	1153.18533333333	12.7894856429674	0	32.92	4.21565160628572	2.11295301992172	308.7333358032	340.6777805032	91.0222229504	93.5666674152	Manual	-9999	0		7.12824638467036E-02	13.9121299687757	3.80473629053228	0.991877365964912	0.673441410697676	2.62300549456522E-02	3.39086424590164E-02	13.3951846479312	90.111111832	95.9555563232	29.7000002376	97.6444452256	23.7333335232	26.6777779912	25.6222224272	97.3666674456	-9999	-9999	-9999	-9999	7.17	0	0	13.6479662698848	587.72	645.22	-57.5	-31.9444447	194.2	195.84	1.64000000000001	0.9111111184	33.64	1.53930000000176	1.52924000000176	13.7199999999993	11.6619999999994	93.56	1.94	65.535	1	0
44134.0189467593	102.382893905346	1152.29416666667	12.3530312824663	0	32.92	4.21565160628572	2.11295301992172	307.1333357904	338.9777804896	90.6222229472	92.2666674048	Manual	-9999	0		7.13735800153598E-02	13.7942305622606	3.80473629053228	0.98381332233918	0.673441410697676	0.043092233125	3.57924559289617E-02	13.3951846479312	93.0111118552	95.7555563216	29.7000002376	97.6444452256	23.7333335232	26.6777779912	25.6222224272	97.3666674456	-9999	-9999	-9999	-9999	7.18	0	0	13.1754080065615	584.84	642.16	-57.3199999999999	-31.8444446991999	199.42	195.12	-4.29999999999998	-2.388888908	27.7	1.53930000000176	1.53284000000176	10.0600000000011	8.55100000000091	93.33	1.94	65.535	1	0
44134.0189583333	99.8101045816977	1149.86283333333	12.0170514464643	0	32.92	4.22353132891429	2.10485741448141	304.0333357656	337.3777804768	90.722222948	91.8666674016	Manual	-9999	0		7.13735800153598E-02	14.6195264078659	3.80473629053228	0.98381332233918	0.673441410697676	2.62300549456522E-02	3.57924559289617E-02	13.3951846479312	94.0111118632	95.7555563216	29.7000002376	97.444445224	23.7333335232	26.6777779912	25.5222224264	97.3666674456	-9999	-9999	-9999	-9999	7.17	0	0	12.9240859308555	579.26	639.28	-60.02	-33.3444447112	201.22	195.3	-5.92000000000002	-3.2888889152	26.08	1.53930000000176	1.53284000000176	6.46000000000058	5.49100000000049	93.46	1.99	0	1	0
